# number of     number of    -1 for 
# observations  parameters  left truncated
3.13854  1    -1.77167 0.325543 -0.340294 -0.0224865 0.807474
1.85063  1    1.16355 1.50386 -0.548493 1.75311 0.927565
6.01246  1    -1.05804 -0.936344 1.31038 0.77595 2.37262
1.81594  1    -2.10087 1.04939 -0.420136 1.70443 -0.506085
4.88849  1    -0.976233 -0.0604067 -1.35135 1.33807 0.985935
0.988272  1    0.036261 0.643592 -2.13822 1.46352 0.165035
1.31256  1    -1.25995 1.19993 -0.499361 -0.101495 0.75831
1.9607  1    -0.0324385 -1.18146 -0.929718 0.511236 1.96421
0.883969  1    -0.727323 1.09978 -0.0615819 0.305079 0.708609
5.45649  1    -1.47473 0.110711 -1.65832 -0.538188 1.44715
5.1196  1    0.684281 -0.848408 -0.178812 2.69154 2.09191
1.28373  1    -0.272032 -0.816599 -1.17695 0.826477 1.31872
0.779204  1    -0.851628 1.52294 0.20149 0.891541 -0.539694
1.19871  1    -0.494701 -0.214886 1.03817 0.661808 0.0609421
0.680609  1    0.844783 1.10093 1.99026 1.4804 1.31367
1.39295  1    -0.552945 0.124505 1.18272 0.416914 1.53956
3.00083  1    -0.45255 1.23927 -1.77688 0.480076 1.51799
0.941954  1    -1.62798 1.7649 -0.223314 -0.424929 0.970293
1.75123  1    -1.15304 -0.719129 0.825966 2.18946 0.056177
2.03018  1    -0.853749 1.39447 -0.450396 2.22036 -0.0989629
0.0337577  1    -0.0643488 0.503486 0.37992 0.288432 0.6233
1.58079  1    -1.29401 -1.39555 0.695491 0.21777 0.968916
1.04843  1    -1.89048 -0.762679 -0.668822 -0.863575 0.496077
3.32859  1    -1.18076 0.824967 -1.17716 0.789826 1.3315
0.564853  1    -1.23655 0.147394 1.94819 1.63688 0.199844
4.56553  1    -2.15673 -0.933724 0.658772 0.53643 1.56797
2.91482  1    1.23216 1.27942 -0.00828476 1.69174 0.0188614
0.41407  1    0.132075 0.594898 0.456888 0.464157 0.695475
1.29779  1    -0.657724 1.5228 -1.35585 1.40361 0.173567
0.149861  1    -2.07038 1.18201 0.0393149 0.661171 -0.373068
8.48475  1    -1.73204 -0.525743 -0.0868462 2.84777 0.378826
1.64989  1    -1.55945 1.14725 -1.42615 0.295166 0.677309
3.92905  1    -2.78566 0.887336 0.732275 0.578456 0.629294
4.32651  1    -0.112048 -0.204901 0.00320433 1.96644 0.271507
2.02921  1    -1.27589 -0.998894 -1.34918 1.62031 0.887369
2.60074  1    -0.453062 0.843025 0.321781 0.189594 0.930507
2.18883  1    -0.795155 -0.821421 -0.090232 0.954821 0.612563
0.422294  1    0.465599 -0.390707 0.426291 1.30264 0.813349
3.80788  1    0.00991493 -1.27391 -0.812436 1.63485 1.66895
1.1065  1    -1.04294 0.667684 0.339143 1.35535 -0.231095
3.35293  1    0.434444 -0.95165 0.522939 1.09429 1.73212
2.63179  1    -1.3588 -0.499647 -1.3582 0.13149 0.789404
2.51973  1    -1.02567 1.11554 1.03742 1.52321 -0.189253
0.000348678  1    -0.680871 0.41484 0.788197 1.08873 0.674365
0.156412  1    -1.11944 -0.163858 -1.48918 -1.20953 1.5074
0.874716  1    -0.623619 1.98298 0.107323 -0.27159 -0.312446
4.07493  1    -0.0915762 1.04931 -0.109641 0.70899 1.7043
2.46839  1    -0.205964 -2.80144 1.57343 1.99216 1.07502
4.81658  1    -0.703835 -0.198952 -1.5505 0.351111 1.64985
0.696129  1    -1.01291 0.0802531 0.325603 1.04716 0.457465
3.06145  1    -0.333048 -0.26017 -0.363834 0.0503254 0.72801
1.99173  1    -0.194709 1.21341 -1.70887 0.925714 1.06682
0.33638  1    -0.227542 1.07363 -0.871977 0.919549 1.28325
2.54471  1    -1.99122 -0.83921 -0.51884 1.0173 1.38168
1.62541  1    0.763325 0.511176 -1.59577 -0.520181 2.2567
2.78113  1    -1.24649 0.152477 -0.258737 -0.0932865 1.85869
3.84258  1    -0.830775 -0.808275 -0.0427481 0.401957 2.75859
4.63079  1    0.798353 0.414809 -1.07626 2.85077 1.27331
4.62375  1    -1.52245 0.0661954 -1.79042 1.21812 0.915585
1.48101  1    -2.35579 -1.46838 1.21466 -0.223651 1.13368
9.92252  1    -1.04968 1.06654 -1.00233 3.55279 0.643086
0.82606  1    -0.110603 -0.473909 0.49837 -0.640093 2.46019
0.7073  1    0.0275203 0.340315 -1.89803 -0.173577 0.324393
0.842296  1    -0.886401 2.44829 0.215819 -1.45984 0.759586
0.0699108  1    0.204199 2.53628 0.0313597 -0.822304 0.687647
1.86446  1    0.463632 0.880489 -2.62789 1.24447 1.65937
2.46841  1    0.293181 2.56431 -0.279951 1.81101 1.00119
1.18621  1    1.14879 1.04968 -0.31518 1.50039 1.51369
1.45135  1    -1.13561 0.473881 -0.409485 1.08392 -0.315127
1.67333  1    -1.25202 1.01571 0.749094 1.99366 -0.722931
5.04122  1    -0.766442 1.67143 1.74292 0.796367 0.856084
3.83498  1    -1.28797 -0.390984 -0.418678 0.935793 0.312808
5.38885  1    -2.51683 -0.990487 0.747321 0.853079 0.771447
6.9981  1    -1.68294 1.06111 -0.383373 0.602429 1.13218
0.43772  1    0.718153 -0.272002 0.0759362 1.48495 0.397027
1.62058  1    -1.20829 -0.575272 0.0672413 0.463972 0.414755
3.78919  1    0.244837 1.38425 -0.0994581 0.438307 2.07825
0.892972  1    0.220358 1.70307 -0.379372 -0.0227374 2.02826
1.16528  1    0.595363 0.659358 0.0176652 0.579365 1.30946
5.89415  1    0.545966 0.690481 -0.235962 1.68668 2.28581
0.372252  1    -1.66748 0.206231 0.792848 1.3777 -1.00463
5.05004  1    -1.0568 1.35878 2.92711 0.130033 1.24494
1.06675  1    -0.943929 0.413965 0.872296 1.13666 0.796638
0.00672681  1    0.151572 0.0954656 0.0151975 -0.218408 1.03473
1.56286  1    -1.09569 0.648313 0.138069 -0.265711 1.04787
6.76532  1    -0.486392 0.879777 0.225243 -0.147734 2.11946
2.31291  1    -1.6914 0.0581932 -0.735476 0.916165 0.720989
3.78547  1    0.569366 0.388756 -0.0700841 1.17027 1.52511
0.402673  1    0.315112 -0.46352 0.836253 0.595871 1.87939
0.232455  1    0.426204 2.73799 -0.833968 0.718576 0.0640625
0.613737  1    -0.262734 0.0912845 -0.368245 0.374296 1.09764
1.81136  1    -1.69524 2.78668 -0.0845533 -1.93356 1.32136
0.699303  1    -0.863148 1.22577 -1.13653 0.804744 -0.567406
3.29189  1    0.681048 0.565949 1.06994 1.34344 1.25345
10.3355  1    -0.793171 0.421902 0.0880108 2.4126 2.07182
0.370998  1    -1.72988 -0.030069 -1.13991 0.365063 0.928026
5.58205  1    -0.942615 0.0319593 0.236877 0.912467 1.84648
2.87758  1    -2.67729 0.868779 1.78636 1.45792 -0.116976
2.42263  1    -1.87884 1.34794 0.340826 0.861456 1.37472
0.552038  1    0.0910733 0.0829144 -0.0383479 -0.134437 1.27802
0.939875  1    -1.4977 -0.904226 -1.09629 0.729054 0.129296
0.178627  1    0.669071 0.767916 2.08488 0.935023 0.837036
2.74251  1    -0.332245 0.455714 -1.178 0.336736 0.740064
4.46882  1    0.867797 0.690903 -0.338928 1.3431 1.46938
3.0611  1    0.335754 1.63958 0.0396091 -0.110569 1.48461
0.248878  1    0.392171 -1.15633 0.00987416 0.253197 1.40312
9.99905  1    -2.05664 0.0869857 0.281368 0.862843 2.04685
4.86238  1    -0.986546 1.23359 0.139725 1.29435 0.294938
1.38516  1    -0.103737 0.376138 -1.35519 1.37912 0.968966
3.57139  1    -1.65115 0.901558 -1.18544 -0.294422 0.607055
1.08493  1    -1.50314 -1.7768 -0.197011 1.83568 0.227201
3.13165  1    -0.655043 -0.389593 0.00176392 0.349643 1.30686
2.14041  1    -0.73759 -0.416953 -0.452477 2.25402 0.625237
0.172719  1    -0.599293 0.420752 1.764 -0.894517 2.28972
8.42788  1    -0.946697 0.376484 -0.759355 0.835793 2.32561
2.50577  1    -0.676395 0.596985 -0.194676 0.411875 0.801682
0.286614  1    -0.17461 1.25519 0.747088 0.341659 0.990249
0.770782  1    -2.03135 -0.0284195 -0.130956 -1.25845 1.15586
0.219126  1    -0.472327 -0.635563 -0.825921 2.29467 -0.700565
7.28732  1    0.32974 0.955094 0.0296798 0.838195 2.59278
0.438306  1    -0.0125881 1.11203 0.840707 -1.33428 1.14127
4.78104  1    -1.48333 0.833044 -0.38331 -0.227568 1.86618
0.954803  1    -1.81878 -1.14618 0.486958 2.33404 0.820989
1.59609  1    0.069603 -0.555876 -1.79609 0.523998 2.23208
0.930335  1    -0.266532 -0.378578 0.862874 0.323875 0.95588
1.13263  1    -2.30674 -1.03461 -1.16483 1.09666 -0.377902
1.19171  1    -0.0285162 1.62258 -1.22206 0.54573 0.853989
0.205767  1    0.123748 -2.07678 -0.195132 1.14728 0.897075
1.02891  1    -1.86542 0.141288 0.393796 0.523469 0.790392
0.215025  1    -0.281348 0.555952 0.286502 -0.120853 1.70306
3.6372  1    -0.219625 1.60436 -0.657941 -0.0987464 1.3592
1.03543  1    -0.223839 1.57629 0.548417 1.31971 0.848852
3.71751  1    -0.71198 0.880158 0.198459 0.985529 2.07434
5.22076  1    -1.11589 0.898043 0.5238 1.43765 0.670825
0.0807725  1    -1.33712 0.936143 -0.238517 0.445327 -0.138108
3.60819  1    -2.46219 0.561341 0.192997 -0.181543 0.870234
1.65117  1    -0.659176 0.973275 -0.645249 1.0498 0.144786
1.4871  1    -3.02017 -0.190974 0.70297 -0.806061 0.707412
0.84504  1    -1.256 1.28268 -0.44082 -0.253696 -0.329521
5.36521  1    -0.440225 0.518867 -0.650944 0.925484 0.27456
0.452759  1    -1.21524 -0.391424 0.736335 0.235111 -0.339476
3.03795  1    -0.326907 2.52783 -0.573734 1.02348 0.455479
3.5361  1    -0.336635 -0.494603 0.339369 0.324497 1.92717
6.73496  1    -2.02146 -0.0341785 0.710428 0.620892 1.13132
8.29133  1    -1.78914 1.49955 1.29812 1.87075 0.445916
0.10756  1    -0.3509 -1.00623 -0.201109 -0.479324 1.67946
2.24033  1    -0.170693 1.15904 -0.199882 1.26919 0.603732
0.169855  1    -3.13931 0.994537 -1.92293 1.23975 -1.03163
1.46144  1    -0.152445 0.011606 -0.891949 0.858498 0.770396
2.22421  1    0.173747 1.09368 -0.261255 2.35402 0.10537
3.06525  1    -2.03455 -0.659095 0.216056 -1.12145 1.92914
1.85244  1    -1.3649 -1.44473 -0.234757 0.887504 1.02138
3.29796  1    -1.40486 0.816451 1.05593 0.887242 0.282134
1.49131  1    -1.79674 -0.0343166 0.0525526 1.88025 0.170369
3.09345  1    -0.649075 -0.0503526 -0.0184711 -0.400689 2.4197
5.503  1    -1.3965 1.72847 0.532371 0.84331 0.0897335
2.1559  1    -1.73615 0.674192 -1.17127 1.14201 -0.679615
4.83174  1    -0.338374 1.23906 -1.13376 2.06871 0.0840443
1.14522  1    -1.3362 -0.227734 0.192819 0.267384 0.743796
1.88693  1    -0.558029 1.35788 0.577437 -0.633008 1.71668
9.22896  1    -2.32615 -0.748213 -0.732088 0.516011 2.49131
2.65126  1    -0.693755 2.13942 -0.54456 0.461841 1.31509
0.615359  1    -0.522454 -0.166915 1.32895 -0.175013 0.945846
4.76772  1    0.778889 1.23889 0.8749 1.92843 2.58795
3.2951  1    -1.21957 1.82886 0.0303702 1.2892 0.155252
0.943489  1    0.699295 1.74042 -0.513217 1.1701 1.66009
1.4816  1    0.297378 0.0447963 0.38472 1.64232 0.485305
2.22459  1    0.584577 0.941313 1.02888 1.65306 0.517965
2.85529  1    -0.507412 1.80803 0.0438587 0.0326272 1.53079
0.265763  1    -1.41702 0.217881 1.32109 -0.863811 1.03271
2.83205  1    -1.92353 0.19471 -0.34581 0.129464 1.05742
1.08356  1    -0.521655 0.915829 -0.427977 2.00452 0.885765
1.88247  1    0.371728 -0.677665 -0.903193 -0.0662915 2.45183
4.73733  1    -1.25338 0.578949 0.233921 1.02204 0.186703
3.4503  1    -0.838167 1.36406 1.14922 0.793937 1.16425
2.79284  1    -0.940114 -0.395815 -0.503079 3.82287 -0.303263
0.051951  1    -1.32362 2.28142 -1.30257 1.18075 -0.630897
5.95886  1    0.212385 -0.004702 -0.317594 0.90338 2.28011
4.04687  1    -2.60387 0.26965 -0.644387 0.796042 0.159003
0.486329  1    0.0445989 -0.756786 -0.911543 0.522854 1.68207
0.970611  1    -2.22301 0.366419 -0.0848675 0.598679 -0.229649
1.16868  1    0.304646 0.350144 1.62928 0.836331 1.69192
1.44088  1    -1.55402 -1.18315 0.10343 0.798961 0.634766
2.49595  1    -0.250935 0.297393 -1.96166 2.26264 0.98922
1.47662  1    0.253519 1.48623 0.139402 1.96406 0.205838
0.399475  1    -0.491192 -0.51869 0.530097 0.437001 1.21204
3.97732  1    -1.74929 0.426274 0.737294 1.95683 0.673771
2.80772  1    0.0698564 0.445604 0.471608 0.62386 1.67805
5.47812  1    -1.56372 2.32609 0.405856 1.39577 0.00742522
1.89435  1    -0.0990272 0.255687 -0.382409 1.81551 0.969368
0.347527  1    -0.999782 0.0404624 0.355936 -0.194714 2.12975
4.26338  1    -3.37076 1.14717 2.99362 0.64794 0.0692258
0.125887  1    -1.63259 1.09234 0.250061 -0.980137 -0.094084
1.44172  1    -2.03343 -0.446454 -0.675513 2.06616 -1.23295
4.54244  1    0.6661 -1.04742 -0.284459 1.35688 1.80722
1.1737  1    0.592912 1.17864 0.351441 1.10496 0.471181
0.130242  1    -0.325655 0.0576079 1.3415 -0.397921 1.97283
3.03426  1    -1.00679 -0.873996 0.930445 0.0939009 1.80321
0.144471  1    -1.59528 0.965674 -1.78503 0.7003 -0.638195
2.15485  1    0.468197 0.814884 -0.711791 1.92714 1.5213
1.57885  1    0.36193 0.908508 -0.624885 1.09481 0.634678
1.03357  1    -0.499214 0.693596 -0.580912 0.424955 1.31673
0.997189  1    -0.102296 -0.502746 0.524184 0.10307 0.55784
3.34459  1    -0.703858 -0.504001 0.0558541 0.315633 2.21255
1.3674  1    -1.79822 0.447716 -0.443244 0.410905 1.21115
2.44446  1    -2.25326 -0.0993482 0.221573 1.11179 0.232229
1.8779  1    -1.36088 0.927662 -0.640161 0.054018 1.24888
12.1664  1    -0.525997 0.234084 -2.88364 0.616508 2.88426
3.70085  1    -0.680433 0.978897 -0.741503 1.29502 -0.457109
0.194986  1    -1.44091 0.412883 0.881606 0.326023 1.04745
0.188182  1    0.421282 1.3815 1.68593 0.337021 0.656528
2.18092  1    -0.622888 0.471741 2.75788 0.40484 0.765561
1.36084  1    -0.964731 0.939242 -0.240442 0.0236298 0.940956
1.47226  1    1.59699 -0.029518 0.201303 0.967319 1.58562
1.61805  1    -0.00664989 1.80435 0.374431 0.469501 1.35836
0.781344  1    -0.792872 -0.665135 0.57986 -1.21577 2.0544
0.80901  1    -0.705195 -0.324101 0.618083 2.35646 -1.23853
10.0279  1    -2.5483 -1.2546 0.619173 0.622301 2.77998
3.86444  1    0.46239 1.86595 0.671061 1.02416 2.05083
3.08128  1    0.311567 -0.196646 -1.08326 2.45186 1.23182
1.97713  1    0.533653 1.28959 -0.700061 1.36688 -0.428972
2.37061  1    -0.479956 0.618052 -0.398372 -0.380158 1.78322
4.46079  1    0.447285 1.12322 -0.379153 -0.0528891 3.18821
0.0565881  1    -0.432254 0.839403 -1.11616 0.596423 0.303502
0.378884  1    0.624976 -0.690466 -0.0162261 0.663146 0.808012
3.68881  1    -1.08603 -0.626424 0.42159 0.613682 0.941595
2.79645  1    -1.40165 -0.534585 -0.301699 0.601957 1.07052
3.48219  1    0.556393 -0.549025 -1.05319 0.5791 2.07827
1.6684  1    -0.267489 2.3473 0.561545 -0.762543 1.77678
0.397361  1    -0.23675 -0.0548485 1.51943 -0.182575 1.68754
3.75413  1    -1.78838 0.0475503 0.287261 0.693686 1.69795
0.47509  1    -0.140396 -0.669369 1.08943 1.25178 0.157675
4.65893  1    -2.68441 0.0737151 -1.4117 1.98618 0.346315
2.27422  1    -0.676211 2.35776 -0.741281 3.91396 -1.46759
1.63364  1    1.20249 -0.724181 -1.04463 0.995654 1.67374
1.12883  1    0.345679 0.96034 -0.0182439 0.474564 0.753208
1.07478  1    -1.22315 -1.03716 -0.878343 1.59376 0.610643
4.43984  1    0.478094 0.387268 -0.00537746 0.603274 3.22705
0.140108  1    -1.63855 -0.286383 -0.239316 -1.31897 0.066529
0.076746  1    0.701 0.769524 0.525583 1.89443 0.439037
1.72175  1    -0.110584 -0.0878949 -1.13313 1.62887 0.74345
4.99266  1    -0.941716 0.773992 -0.315541 1.38931 1.74786
1.03876  1    -1.53899 0.700522 2.06041 -0.109737 -0.11945
7.79162  1    -2.44819 1.11917 -0.988695 0.283703 1.42772
1.66665  1    -0.645158 -1.23708 1.61123 -0.498927 1.71574
0.460595  1    -0.758256 0.663266 1.80886 0.758155 -0.389841
7.88517  1    -0.709019 1.94835 -2.83028 1.55463 1.08186
2.08545  1    -0.420265 -0.642584 -0.449983 -0.966923 2.0368
6.55614  1    0.0214878 -0.271007 -0.181272 3.16274 1.12738
1.15096  1    -1.63278 -1.25999 -1.06903 -0.235958 1.07071
2.94685  1    -0.838702 0.411246 -0.97221 2.10009 0.152997
1.45981  1    -1.0812 -0.543919 1.64007 -0.0421389 0.927887
4.83821  1    -0.0758244 1.36379 -1.10593 0.490616 1.1858
0.578856  1    0.131012 -0.734814 -0.125462 1.30476 0.615414
0.132094  1    -0.884647 0.71269 1.68704 1.35981 -0.400199
4.39468  1    -0.199526 -0.739975 -1.15043 1.44145 2.29434
2.32928  1    0.552211 1.99283 0.654211 0.709523 1.36156
0.332638  1    -0.339605 0.335661 -0.252943 0.537295 0.269618
2.12871  1    0.0239465 0.538529 0.677832 1.01671 1.88967
0.105309  1    0.0619002 0.784639 0.649304 1.85435 -0.416967
0.767663  1    -1.05744 0.244863 0.690075 -0.281879 1.30996
0.0939099  1    0.126855 0.56204 0.700601 2.47342 0.47314
1.3264  1    -1.1716 0.939413 -1.39216 0.0255969 -0.0490296
0.161673  1    -0.0420269 -1.73975 0.134573 0.980396 0.643251
1.69688  1    -0.326821 1.21097 -0.31217 0.646567 1.06078
0.358617  1    -1.63645 0.779242 0.267294 -0.014023 0.603521
2.92238  1    -0.827544 1.15171 0.296394 -1.12049 1.55571
2.56281  1    -0.861956 -1.5701 -0.48716 0.993624 1.36642
2.4857  1    0.130416 0.660626 0.778945 1.10108 0.852052
2.29418  1    0.863847 -0.796794 -1.17027 2.13988 1.63292
2.27311  1    -0.87487 -0.202646 1.19435 0.0167151 0.614264
1.26786  1    0.7272 -0.227899 1.99901 0.106407 1.17537
0.57639  1    0.229317 1.30587 0.953264 0.490262 0.590508
0.277366  1    -1.28495 0.138807 -0.422163 -0.882493 0.853975
0.643641  1    -1.06918 1.04461 -0.11491 0.273662 -0.293813
0.388183  1    -1.01353 1.05621 -0.118096 -0.674016 1.17621
5.07949  1    -0.700206 0.750074 0.661582 1.64077 0.754051
0.0815048  1    0.339746 1.32548 -0.198149 -0.282774 0.416094
1.03097  1    -1.69114 -0.00374601 -0.275951 0.239283 0.316374
3.44804  1    -1.42684 1.87218 0.351827 1.76378 0.226131
0.979091  1    -1.33924 0.485032 -1.02445 -0.530181 0.302314
1.61451  1    -1.85082 1.35901 1.49544 1.00803 0.899338
0.657069  1    -0.0546866 -0.665091 -0.054537 1.69323 1.57982
2.27819  1    -0.466432 1.4887 -0.766808 1.05575 0.618065
0.152968  1    -0.0199712 -0.0159859 0.404195 2.43587 -0.386153
0.89785  1    0.661779 -1.79266 2.08622 -0.578077 3.09966
1.59245  1    -1.73542 0.678643 2.49642 0.746492 0.983382
4.32534  1    -1.89352 0.759149 0.558759 -0.677644 1.48897
3.77238  1    -0.388153 2.09189 1.60997 -1.55603 1.38642
0.0402762  1    -0.13771 -0.878723 1.80494 0.690827 2.15773
0.942408  1    -0.636078 0.606173 -0.642271 -2.06647 2.14249
0.901532  1    0.86736 0.335783 -0.85312 0.164457 1.70312
3.13091  1    -1.49394 0.446353 0.17295 -0.177394 1.46036
1.19587  1    0.0450658 0.351058 0.37392 1.26868 -0.123001
4.55436  1    -0.91115 -0.425742 0.758468 -0.0090943 1.59835
1.38545  1    1.45966 0.530971 -0.0905281 1.23408 1.18757
0.689233  1    -0.849729 0.957896 0.978269 2.24456 -0.523925
2.01965  1    -0.044622 -0.986032 -0.859021 1.74832 0.0975707
0.387369  1    0.276188 -0.572345 -0.27605 0.121981 1.00189
5.97037  1    -1.2044 0.347665 0.529334 -0.0527149 1.62036
0.654019  1    -1.12549 -0.300491 -1.3978 1.4213 -0.4664
1.57205  1    0.737732 0.454376 0.597497 1.83232 0.782636
2.9396  1    -0.0385519 -1.15654 0.769159 2.12032 1.02468
1.83378  1    -1.3419 1.92343 0.234733 -0.757102 1.09731
4.96217  1    -0.636495 1.0646 0.190689 0.785759 1.83906
0.477161  1    -1.19902 -0.751709 -0.120131 0.761387 0.506279
1.67197  1    -0.63668 -0.92844 0.59156 0.88172 1.49433
2.73016  1    -1.06562 -0.345916 1.63 1.26896 1.18014
1.17734  1    0.158827 1.66605 -0.535511 -0.532189 1.84554
3.52118  1    -0.851306 0.209206 -0.75396 0.361386 1.34838
2.24964  1    0.349495 0.694421 -0.316661 0.759976 0.569437
2.36007  1    0.713455 1.17968 -0.128878 2.05497 0.423787
0.62207  1    0.252204 1.18339 -0.731341 1.47969 0.416282
0.56709  1    -0.956504 1.43055 -0.195666 -0.0182529 0.811217
5.3948  1    0.270909 2.87625 0.824087 2.4602 0.645333
0.357887  1    0.399651 1.71506 0.355386 1.22736 1.37294
3.67738  1    0.0781136 2.92679 0.947648 1.79364 0.770143
2.0486  1    0.194099 0.197343 -0.290193 3.29506 0.000697354
3.91539  1    1.14063 -0.015843 1.12059 1.1408 2.98826
0.0456681  1    -1.18776 -1.49279 0.56787 -0.0774415 1.45513
3.92749  1    -0.350127 0.342319 -0.735214 1.13622 1.14517
1.02013  1    0.857493 0.198461 0.602154 1.10507 1.31242
5.50446  1    -1.93499 -1.00197 -0.652138 1.29557 1.23202
0.319348  1    -1.87489 0.354207 -0.138358 -0.55905 0.542098
1.57037  1    -1.13822 0.638994 -0.615569 0.366687 0.603793
0.735095  1    -0.753165 -0.350551 -0.594276 -0.195287 1.20282
1.55685  1    0.502777 -0.699686 -0.471883 0.830511 0.947022
6.81552  1    -0.68223 1.26894 -1.57311 1.0179 1.08763
0.782717  1    0.610251 0.232993 -1.8776 0.836768 0.162806
5.01762  1    -0.0739415 0.332305 2.28904 2.16318 0.54814
0.0582877  1    0.483969 0.2785 -1.111 2.14804 -0.143372
0.493928  1    0.499266 -0.536429 -1.52675 1.29258 0.739589
1.1908  1    -1.05065 0.541966 0.218523 1.83543 -0.140646
0.26864  1    -0.457876 -0.294768 -0.0974618 0.153662 1.05414
4.22212  1    0.281009 0.422727 -1.32085 0.201307 2.76709
2.67616  1    0.105399 -0.403664 -0.0216857 1.06404 0.833713
0.95505  1    -1.02769 -0.208022 -0.504517 -0.0459672 0.354834
2.05568  1    -0.348321 -0.959451 0.280287 2.0267 0.809004
6.609  1    -1.4646 2.88696 0.554078 0.234762 0.654393
1.00764  1    0.261732 -1.47836 -0.179739 1.17129 2.04576
0.906037  1    0.657768 2.26951 0.60073 -1.43105 1.46874
0.570591  1    -0.514626 1.02724 -0.448376 1.11199 -0.518734
5.18014  1    -0.19551 2.49581 0.773884 1.89001 0.725233
1.00818  1    -1.54304 0.0222898 0.588009 -0.560352 0.681041
1.71856  1    -1.79307 0.867971 -0.366433 0.484624 -0.180683
2.77689  1    -1.46338 -0.567044 0.864251 1.47365 0.0809579
2.54131  1    0.392099 -0.970732 0.592513 0.811031 2.16921
6.14224  1    -0.150707 -0.489179 0.0566954 2.70988 0.725378
3.95747  1    -2.07773 -0.332899 0.244576 0.245461 0.11427
3.32682  1    -1.75194 1.96216 -0.348165 -0.584426 1.70528
0.678107  1    -0.58273 -0.619088 0.301073 -0.747482 1.13429
1.81086  1    -0.158029 0.63731 -0.702596 0.561602 1.25469
0.607499  1    -1.42431 1.51783 -0.902251 -0.19676 0.990165
0.292933  1    -2.51222 0.980346 0.629465 -0.515679 0.48682
3.70881  1    0.481015 -0.45762 -2.2941 -1.84095 2.02876
2.25981  1    0.383027 2.49658 -0.662315 0.946894 1.58339
2.70396  1    0.804572 0.732534 -0.447951 -0.0519824 1.93465
0.702323  1    -0.413215 0.837077 0.0598436 0.0260935 0.949844
4.47328  1    -0.669041 0.805065 -1.30513 0.882349 1.85022
1.5599  1    -1.06871 -0.368946 1.08073 0.808075 1.50203
0.132668  1    -1.40285 0.572208 -0.565915 0.49457 -0.318569
2.10444  1    -0.53146 0.973707 0.00914312 0.333517 1.47339
0.886998  1    -1.98731 0.667615 -1.59826 0.534068 -0.813373
5.05223  1    -1.38638 0.568214 1.81842 1.16746 1.66843
0.360203  1    -2.1813 -0.282172 0.504802 -1.12398 1.24503
1.32097  1    -0.898166 -0.491666 -0.493424 -0.369666 1.47872
5.09516  1    -0.859516 0.948333 -0.197626 0.707339 0.840874
7.8197  1    0.796363 -0.0519253 0.657093 0.131241 2.63407
1.35605  1    -0.361915 0.670293 -0.344145 0.098407 0.901283
5.44283  1    -1.04477 0.663697 1.79648 1.20017 0.840443
3.34891  1    0.593937 0.485908 1.2813 1.34765 0.924093
1.1507  1    -1.15902 -0.16029 -0.536388 -1.11614 2.64585
4.21475  1    -1.64752 1.03207 0.67042 1.6638 0.481844
3.33359  1    -1.19905 -0.56262 0.574165 -0.00582211 1.56032
4.35451  1    -0.6568 -0.0357067 0.532745 2.23315 0.95429
4.91449  1    -1.96187 0.96797 -0.470199 2.20464 0.290086
1.57063  1    0.00917521 -0.75161 -0.230844 0.361454 2.52973
3.09686  1    -1.37315 0.747704 -0.102829 1.81224 0.0424344
1.34561  1    -3.42644 -0.948787 -0.973242 0.0454359 -0.144393
0.566891  1    -0.494627 1.14794 -0.15896 -0.254541 0.863872
0.451519  1    -2.05846 0.0382537 1.42093 0.790685 0.0674785
0.583964  1    0.484871 0.265353 0.226378 0.63952 1.73201
0.440558  1    -1.57342 0.590776 0.486851 1.15632 -0.7413
2.71035  1    -1.39176 0.917966 -1.40202 1.78564 0.222617
0.600297  1    -1.76633 -1.29667 0.058226 0.835976 0.515049
1.08291  1    0.103643 -0.26144 1.35335 1.23822 1.96234
0.0519931  1    0.397388 0.370145 -0.692434 1.44617 0.19636
2.11609  1    0.893515 0.600777 -0.458852 -0.644117 2.59453
3.73413  1    -1.11821 -0.558466 -0.0278418 -1.18723 1.73861
0.195959  1    -0.902438 -0.790692 0.256902 0.776279 1.01789
5.95846  1    -2.06783 1.20312 0.403793 0.571813 0.0827698
6.68332  1    -1.62983 1.56937 -1.61225 1.14265 0.690657
4.54131  1    -1.05757 1.65776 0.452983 0.914007 0.91448
5.35017  1    -1.90325 0.667826 -0.669036 -1.0782 1.75384
1.22304  1    -1.53424 -1.32395 1.13844 0.61713 0.261055
0.621428  1    1.03412 0.253605 -0.0281248 -0.383665 3.05555
0.57389  1    0.807174 2.00233 -0.45415 1.18147 0.992616
0.0499146  1    0.025772 1.9554 -0.73938 1.09501 1.56469
1.65031  1    -0.528924 1.8923 1.22288 -1.18056 1.5898
1.73342  1    -2.42558 0.0241469 0.254333 0.26902 0.619318
0.181119  1    0.242289 0.616835 -0.00207761 1.01313 0.762298
3.73227  1    0.372467 0.877791 -0.954856 2.01047 0.819002
1.62169  1    -1.1184 -0.41943 -1.50085 1.239 0.0619266
2.1179  1    -0.811976 0.299153 0.796763 -0.253065 1.90446
1.671  1    0.650178 0.875647 -0.12251 -0.858463 2.48145
4.78984  1    -0.00537745 -0.840312 -0.342932 1.31156 2.60387
1.70481  1    0.631943 0.917282 -0.337319 0.0767576 2.07357
